Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q8R480,Nuclear pore complex protein Nup85 OS=Mus musculus OX=10090 GN=Nup85 PE=1 SV=1,High,High,0.003,1.455,1,1,6,1,656,74.7,5.57,3.44,0,1,1,cell organization and biogenesis;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,Pf07575,445007,Nup85,A2A9W9; A2A9X0; mmu:445007; Q8R480; Q9CYI9,SUMOylation of RNA binding proteins; SUMOylation of chromatin organization proteins; Regulation of HSF1-mediated heat shock response; RHO GTPases Activate Formins; Transport of the SLBP independent Mature mRNA; Transport of the SLBP Dependant Mature mRNA; Transport of Mature mRNA Derived from an Intronless Transcript; Transport of Mature mRNA derived from an Intron-Containing Transcript; Regulation of Glucokinase by Glucokinase Regulatory Protein; snRNP Assembly; SUMOylation of DNA damage response and repair proteins; SUMOylation of ubiquitinylation proteins; Nuclear Pore Complex (NPC) Disassembly; SUMOylation of SUMOylation proteins; SUMOylation of DNA replication proteins; Transcriptional regulation by small RNAs; Postmitotic nuclear pore complex (NPC) reformation; Separation of Sister Chromatids; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; EML4 and NUDC in mitotic spindle formation,ENSMUSG00000020739,,22,0,,,,,,,,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9D3D9,"ATP synthase subunit delta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1d PE=1 SV=1",High,High,0,8.577,14,2,38,2,168,17.6,5.08,32.46,29.98,2,2,cell organization and biogenesis;other metabolic processes;transport,other membranes;mitochondrion,transporter activity;other molecular function,"Pf02823, Pf21335",66043,Atp5f1d,mmu:66043; Q9D3D9,Formation of ATP by chemiosmotic coupling; Cristae formation,ENSMUSG00000003072,Oxidative phosphorylation; Electron transport chain,4,0,1.092,0.9711264224,30.72,93.6,106.4,32.63,20.12,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q91VA7,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Mus musculus OX=10090 GN=Idh3b PE=1 SV=1",High,High,0,11.64,21,6,20,6,384,42.2,8.6,18.43,10.02,5,5,other metabolic processes,other cell component,other molecular function,Pf00180,170718,Idh3b,Q91VA7,Citric acid cycle (TCA cycle),ENSMUSG00000027406,TCA cycle,2,0,1.228,0.9275381453,23.5,85.5,114.5,57.61,5.56,High,Peak Found,High,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q99JY8,Phospholipid phosphatase 3 OS=Mus musculus OX=10090 GN=Plpp3 PE=1 SV=1,High,High,0,9.715,14,4,17,4,312,35.2,9.07,12.39,8.2,4,3,cell adhesion;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;ER/Golgi,signal transduction activity or receptor binding;other molecular function,Pf01569,67916,Plpp3,mmu:67916; Q3TVM4; Q3TXR7; Q8BTB7; Q99JY8,Sphingolipid catabolism,ENSMUSG00000028517,Triacylglyceride synthesis; Sphingolipid metabolism overview; Sphingolipid metabolism (integrated pathway),4,0,0.946,0.996783417,26.11,111.3,88.7,31.59,21.19,n/a,Peak Found,High,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,P25444,Small ribosomal subunit protein uS5 OS=Mus musculus OX=10090 GN=Rps2 PE=1 SV=3,High,High,0,6.125,11,3,13,3,293,31.2,10.24,8.96,3.7,3,3,protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00333, Pf03719",16898,Rps2,mmu:16898; P25444,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); RMTs methylate histone arginines; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; Protein methylation",ENSMUSG00000044533,Cytoplasmic ribosomal proteins,13,0,1.252,0.911225884,35.27,94,106,38.13,46.34,Peak Found,Peak Found,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q60598,Src substrate cortactin OS=Mus musculus OX=10090 GN=Cttn PE=1 SV=2,High,High,0,9.738,11,4,18,4,546,61.2,5.4,16.88,10.06,4,3,cell adhesion;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cell component,cytoskeletal activity;other molecular function,"Pf02218, Pf14604",13043,Cttn,mmu:13043; Q3UGC2; Q60598,,ENSMUSG00000031078,,0,0,1.108,0.9639788418,20.94,81.6,118.4,43.1,51.11,High,High,High,High,n/a,Peak Found,High,High,1,
TRUE,High,Master Protein,P14602,Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3,High,High,0,13.705,39,5,19,5,209,23,6.55,14.13,11.15,5,5,protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes,plasma membrane;other membranes;cytoskeleton;nucleus;other cell component,enzyme regulator activity;other molecular function,Pf00011,15507,Hspb1,mmu:15507; P14602,MAPK6/MAPK4 signaling; Extra-nuclear estrogen signaling; VEGFA-VEGFR2 Pathway; AUF1 (hnRNP D0) binds and destabilizes mRNA,ENSMUSG00000004951,p38 Mapk signaling pathway; IL-3 signaling pathway; IL-6 signaling pathway; Mapk signaling pathway; FAS pathway and stress induction of HSP regulation,9,0,1.344,0.8538954092,44.24,47.4,152.6,104.13,42.92,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P31650,Sodium- and chloride-dependent GABA transporter 3 OS=Mus musculus OX=10090 GN=Slc6a11 PE=1 SV=2,High,High,0,9.558,6,4,36,4,627,69.9,6.98,27.1,17.74,4,3,transport;other biological processes,plasma membrane;other membranes;other cell component,transporter activity;other molecular function,Pf00209,243616,Slc6a11,mmu:243616; P31650; Q8BWA7,Na+/Cl- dependent neurotransmitter transporters; Creatine metabolism; Reuptake of GABA,ENSMUSG00000030307,,3,0,1.254,0.9110340421,40.66,82.9,117.1,59.14,7.59,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q91VR2,"ATP synthase subunit gamma, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1c PE=1 SV=1",High,High,0,13.708,17,5,80,5,298,32.9,9.01,59.77,39.7,5,5,other metabolic processes;transport,other membranes,transporter activity,Pf00231,11949,Atp5f1c,mmu:11949; Q91VR2,Mitochondrial protein degradation; Formation of ATP by chemiosmotic coupling; Cristae formation,ENSMUSG00000025781,Electron transport chain,4,0,1.16,0.9546907661,22.9,97.1,102.9,15.72,10.48,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9R1Q8,Transgelin-3 OS=Mus musculus OX=10090 GN=Tagln3 PE=1 SV=1,High,High,0,26.875,53,9,31,8,199,22.5,7.33,31.81,16.14,9,7,cell organization and biogenesis;other biological processes,cytoskeleton;nucleus;other cell component,cytoskeletal activity,"Pf00307, Pf00402",56370,Tagln3,mmu:56370; Q9R1Q8,,ENSMUSG00000022658,,0,1,1.201,0.9461156536,47.26,57.2,142.8,82.37,17.44,Peak Found,Peak Found,Peak Found,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,Q04447,Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1,High,High,0,124.614,67,17,632,17,381,42.7,5.67,742.27,573.58,17,13,other metabolic processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;mitochondrion;other cell component,kinase activity;other molecular function,"Pf00217, Pf02807",12709,Ckb,mmu:12709; Q04447; Q3KQP4; Q3TKI3; Q3U5P5; Q3UF71; Q9CXK6,RND3 GTPase cycle; Creatine metabolism,ENSMUSG00000001270,,2,0,1.289,0.8885397818,68.25,83.3,116.7,64.14,30.83,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P38647,"Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",High,High,0,57.243,30,15,48,15,679,73.4,6.07,42.46,27.88,15,15,cell organization and biogenesis;protein metabolism;other metabolic processes;transport;other biological processes,mitochondrion;nucleus;other cell component,other molecular function,Pf00012,15526,Hspa9,mmu:15526; P38647; Q3TW93; Q3UVN1; Q3V015; Q7TSZ0; Q9CQ05,Mitochondrial protein degradation; Regulation of HSF1-mediated heat shock response; Complex I biogenesis; Complex III assembly,ENSMUSG00000024359,,4,0,0.99,0.999982539,43.28,64.6,135.4,91.11,30.01,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,Q8R0A5,Transcription elongation factor A protein-like 3 OS=Mus musculus OX=10090 GN=Tceal3 PE=1 SV=2,High,High,0,2.463,17,3,9,3,200,22.5,5.44,2.55,2.25,2,3,,nucleus,,Pf04538,594844,Tceal3,A2AEC3; mmu:594844; Q8R0A5; Q9CYK5; Q9D1S4,,ENSMUSG00000044550,,0,0,0.579,0.4280219949,82.45,112.4,87.6,68.04,34.23,High,High,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P02802,Metallothionein-1 OS=Mus musculus OX=10090 GN=Mt1 PE=1 SV=1,High,High,0,6.49,33,2,9,2,61,6,7.96,18.45,,2,,stress response;signal transduction;other biological processes,cytosol;nucleus;other cytoplasmic organelle;other cell component,other molecular function,Pf00131,17748,Mt1,mmu:17748; P02802; Q64485,,ENSMUSG00000031765,Oxidative stress response; CAMKK2 pathway,2,0,0.861,0.9546907661,63.43,111.1,88.9,54.46,58.33,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9CY57,Chromatin target of PRMT1 protein OS=Mus musculus OX=10090 GN=Chtop PE=1 SV=2,High,High,0,6.495,8,2,10,2,249,26.6,12.23,10.35,7.27,2,2,cell organization and biogenesis;other metabolic processes;transport;developmental processes,nucleus,nucleic acid binding activity,Pf13865,66511,Chtop,mmu:66511; Q0VBG3; Q3U7V6; Q3UF43; Q3V105; Q5XJG9; Q8C5N4; Q9CY57; Q9D7T3; Q9DB03; Q9DC54; Q9JJ95,Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination,ENSMUSG00000001017,,3,0,1.103,0.9653878631,55.1,101.4,98.6,41.92,26.02,High,Peak Found,High,High,Peak Found,n/a,Peak Found,High,1,
TRUE,High,Master Protein,P42669,Transcriptional activator protein Pur-alpha OS=Mus musculus OX=10090 GN=Pura PE=1 SV=1,High,High,0,27.805,34,7,71,6,321,34.9,6.44,56.9,36.19,7,6,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;transport;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf04845,19290,Pura,mmu:19290; P42669,,ENSMUSG00000043991,Exercise-induced circadian regulation,1,1,0.976,0.996783417,26.71,103,97,9.61,17.34,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9D051,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Pdhb PE=1 SV=1",High,High,0,9.115,13,4,10,4,359,38.9,6.87,9.38,3.27,4,3,other metabolic processes,mitochondrion;nucleus;other cell component,other molecular function,"Pf02779, Pf02780",68263,Pdhb,mmu:68263; Q3TL86; Q505N8; Q99LW9; Q9D051,Mitochondrial protein degradation; Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid; PDH complex synthesizes acetyl-CoA from PYR,ENSMUSG00000021748,Glycolysis and gluconeogenesis; TCA cycle,6,0,0.927,0.9767557871,50.29,41.3,158.7,109.11,33.84,n/a,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q64010,Adapter molecule crk OS=Mus musculus OX=10090 GN=Crk PE=1 SV=1,High,High,0,22.452,27,6,25,6,304,33.8,5.55,22.99,18.15,6,6,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;other molecular function,"Pf00017, Pf00018, Pf07653",12928,Crk,mmu:12928; Q64010,"p130Cas linkage to MAPK signaling for integrins; MET receptor recycling; Regulation of actin dynamics for phagocytic cup formation; Downstream signal transduction; PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases; ARMS-mediated activation; VEGFA-VEGFR2 Pathway; Regulation of signaling by CBL; MET activates RAP1 and RAC1",ENSMUSG00000017776,ErbB signaling pathway; Chemokine signaling pathway; IL-3 signaling pathway; Kit receptor signaling pathway; IL-2 signaling pathway; Mapk signaling pathway; Regulation of actin cytoskeleton; EGFR1 signaling pathway; Integrin-mediated cell adhesion; Insulin signaling; Focal adhesion,20,0,1.001,0.996783417,29.49,79.3,120.7,60.31,63.54,Peak Found,n/a,High,High,n/a,Peak Found,High,High,1,
TRUE,High,Master Protein,Q9D0J8,Parathymosin OS=Mus musculus OX=10090 GN=Ptms PE=1 SV=3,High,High,0,19.146,64,3,71,3,101,11.4,4.22,75.78,66.14,3,3,other biological processes,nucleus,other molecular function,Pf03247,69202,Ptms,mmu:69202; Q9D0J8,,ENSMUSG00000030122,,0,0,0.912,0.9793869166,48.46,103.5,96.5,20.39,35.57,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P08113,Endoplasmin OS=Mus musculus OX=10090 GN=Hsp90b1 PE=1 SV=2,High,High,0,78.713,35,23,151,22,802,92.4,4.82,130.69,95.65,23,21,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function,"Pf00183, Pf13589",22027,Hsp90b1,mmu:22027; P08113; P11427,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Scavenging by Class A Receptors; Trafficking and processing of endosomal TLR; Interleukin-4 and Interleukin-13 signaling,ENSMUSG00000020048,Focal adhesion: PI3K-Akt-mTOR signaling pathway; Hypoxia-dependent self-renewal of myoblasts,7,0,1.148,0.9546907661,28.76,87.3,112.7,55.74,49.23,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q3UHX2,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus OX=10090 GN=Pdap1 PE=1 SV=1,High,High,0,12.608,22,3,21,3,181,20.6,7.39,18.18,11.62,3,3,signal transduction,non-structural extracellular;plasma membrane;other membranes;cytosol,other molecular function,Pf10252,231887,Pdap1,A0JLS1; mmu:231887; Q3KQJ5; Q3UHX2,Neutrophil degranulation,ENSMUSG00000029623,,1,0,0.979,0.996783417,22.55,98.2,101.8,50.27,31.7,High,High,High,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,P06837,Neuromodulin OS=Mus musculus OX=10090 GN=Gap43 PE=1 SV=1,High,High,0,12.989,23,3,28,3,227,23.6,4.73,26.68,21.24,3,3,cell organization and biogenesis;stress response;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,"Pf00612, Pf06614, Pf10580",14432,Gap43,mmu:14432; P06837,L1CAM interactions,ENSMUSG00000047261,Spinal cord injury; Comprehensive IL-17A signaling,3,0,4.746,0.00001139705402,44.18,34.8,165.2,56.18,22.79,Peak Found,n/a,Peak Found,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q99M71,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,High,High,0,7.711,14,3,8,3,224,25.5,7.58,7.99,3.87,3,2,cell adhesion;other biological processes,non-structural extracellular;other cytoplasmic organelle,other molecular function,Pf00811,105298,Epdr1,mmu:105298; Q06BK9; Q8BQY1; Q8CAI2; Q99M71,,ENSMUSG00000002808,,0,0,1.052,0.996783417,55.83,56.1,143.9,120.58,61.68,n/a,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P02468,Laminin subunit gamma-1 OS=Mus musculus OX=10090 GN=Lamc1 PE=1 SV=2,High,High,0,38.399,9,10,42,10,1607,177.2,5.21,48.21,29.97,10,5,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes,non-structural extracellular;extracellular matrix;other cell component,extracellular structural activity;other molecular function,"Pf00052, Pf00053, Pf00055",,Lamc1,P02468,,,,0,0,1.205,0.9459526737,45.65,54.4,145.6,91.51,31.8,n/a,Peak Found,High,High,n/a,High,High,High,1,
TRUE,High,Master Protein,Q61735,Leukocyte surface antigen CD47 OS=Mus musculus OX=10090 GN=Cd47 PE=1 SV=2,High,High,0.002,1.506,5,1,4,1,303,33.1,8.63,3.7,3.64,1,1,cell adhesion;stress response;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cell component,other molecular function,"Pf04549, Pf08204",16423,Cd47,mmu:16423; Q61735; Q921Z2,Neutrophil degranulation; Cell surface interactions at the vascular wall; Signal regulatory protein family interactions; Integrin cell surface interactions,ENSMUSG00000055447,Spinal cord injury,5,0,2.346,0.05400443557,26.31,58.1,141.9,25.72,4.67,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,Q9QXS1,Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=3,High,High,0,53.785,6,26,83,26,4691,533.9,5.96,66.75,50.35,26,23,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;other cell component,cytoskeletal activity;other molecular function,"Pf00307, Pf00681, Pf03501, Pf17902, Pf18373, Pf21019, Pf21020, Pf21097",18810,Plec,E9QN87; mmu:18810; Q6S384; Q6S389; Q6S394; Q9CS65; Q9QUT2; Q9QXQ8; Q9QXQ9; Q9QXR0; Q9QXR1; Q9QXR2; Q9QXR3; Q9QXR4; Q9QXR5; Q9QXR6; Q9QXR7; Q9QXR8; Q9QXR9; Q9QXS0; Q9QXS1; Q9QXS2; Q9QXS3,Caspase-mediated cleavage of cytoskeletal proteins; Type I hemidesmosome assembly,ENSMUSG00000022565,Alpha 6 beta 4 integrin signaling pathway; EGFR1 signaling pathway,4,0,1.19,0.9461156536,30,73.3,126.7,59.44,48.29,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P68037,Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus OX=10090 GN=Ube2l3 PE=1 SV=1,High,High,0,19.825,46,4,39,4,154,17.9,8.51,39.43,30.07,4,4,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;other biological processes,nucleus;other cell component,enzyme regulator activity;other molecular function,Pf00179,22195,Ube2l3,mmu:22195; P51966; P68037; P70653; Q9HAV1,E3 ubiquitin ligases ubiquitinate target proteins; Antigen processing: Ubiquitination & Proteasome degradation; PINK1-PRKN Mediated Mitophagy; Regulation of TNFR1 signaling; Regulation of necroptotic cell death; Synthesis of active ubiquitin: roles of E1 and E2 enzymes,ENSMUSG00000038965,Parkinson's disease,7,0,1.069,0.9803146336,36.56,95.3,104.7,40.26,56.61,High,Peak Found,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P62880,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus OX=10090 GN=Gnb2 PE=1 SV=3,High,High,0,33.002,40,8,53,4,340,37.3,6,61.23,19.74,8,3,signal transduction;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,Pf00400,14693,Gnb2,mmu:14693; P11016; P54312; P62880,"G alpha (i) signalling events; ADP signalling through P2Y purinoceptor 12; Adrenaline,noradrenaline inhibits insulin secretion; Extra-nuclear estrogen signaling; G alpha (q) signalling events; G alpha (12/13) signalling events; Ca2+ pathway; G beta:gamma signalling through PLC beta; Presynaptic function of Kainate receptors; G alpha (s) signalling events; Glucagon-like Peptide-1 (GLP1) regulates insulin secretion; Vasopressin regulates renal water homeostasis via Aquaporins; Thromboxane signalling through TP receptor; High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells; Thrombin signalling through proteinase activated receptors (PARs); G-protein activation; Glucagon-type ligand receptors; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; G alpha (z) signalling events; G beta:gamma signalling through CDC42; Activation of G protein gated Potassium channels; Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits; GPER1 signaling; ADP signalling through P2Y purinoceptor 1; G beta:gamma signalling through PI3Kgamma; Prostacyclin signalling through prostacyclin receptor; G beta:gamma signalling through BTK",ENSMUSG00000029713,Chemokine signaling pathway; G protein signaling pathways; Focal adhesion: PI3K-Akt-mTOR signaling pathway; Myometrial relaxation and contraction pathways; Calcium regulation in cardiac cells,32,0,0.946,0.996783417,62.32,84.1,115.9,48.38,35,n/a,n/a,Peak Found,High,n/a,High,Peak Found,High,1,
