Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,P60766,Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2,High,n/a,0,4.54,13,2,4,1,191,21.2,6.55,5.39,2.01,2,1,cell adhesion;cell organization and biogenesis;stress response;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,Pf00071,12540,Cdc42,A2A9U6; mmu:12540; P21181; P25763; P60766; Q3THZ7; Q3TJK6; Q545V0; Q6P201; Q8BQ51,RAC1 GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; Regulation of actin dynamics for phagocytic cup formation; RHOU GTPase cycle; RHOV GTPase cycle; CDC42 GTPase cycle; GPVI-mediated activation cascade; VEGFA-VEGFR2 Pathway; RHO GTPases Activate Formins; RHO GTPases activate IQGAPs; EPHB-mediated forward signaling; RHO GTPases Activate WASPs and WAVEs; RHOQ GTPase cycle; Factors involved in megakaryocyte development and platelet production; EGFR downregulation; MAPK6/MAPK4 signaling; RHO GTPases activate PAKs; Myogenesis; RHO GTPases activate KTN1; CD28 dependent Vav1 pathway; G beta:gamma signalling through CDC42; DCC mediated attractive signaling,ENSMUSG00000006699,Oxidative damage response; BDNF pathway; Chemokine signaling pathway; G13 signaling pathway; p38 Mapk signaling pathway; IL-3 signaling pathway; Mapk signaling pathway; Regulation of actin cytoskeleton; Comprehensive IL-17A signaling; EGFR1 signaling pathway; Integrin-mediated cell adhesion; Focal adhesion,36,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q8BFR5,"Elongation factor Tu, mitochondrial OS=Mus musculus OX=10090 GN=Tufm PE=1 SV=1",High,n/a,0,4.348,3,1,2,1,452,49.5,7.56,2.2,2.39,1,1,protein metabolism;other metabolic processes;other biological processes,mitochondrion;other cell component,nucleic acid binding activity;other molecular function,"Pf00009, Pf03143, Pf03144",233870,Tufm,mmu:233870; Q497E7; Q6P919; Q8BFR5,,ENSMUSG00000073838,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q8K4B0,Metastasis-associated protein MTA1 OS=Mus musculus OX=10090 GN=Mta1 PE=1 SV=1,High,n/a,0.001,1.835,1,1,2,1,715,80.7,9.29,1.37,1.71,1,1,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes,cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00249, Pf00320, Pf01426, Pf01448, Pf17226",,Mta1,Q80UI1; Q8K4B0; Q8K4D4; Q924K9,HDACs deacetylate histones; RNA Polymerase I Transcription Initiation; Regulation of PTEN gene transcription; SUMOylation of transcription factors,ENSMUSG00000021144,,4,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,E9PVZ8,Golgin B1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1,High,n/a,0,4.14,0,1,2,1,3238,369.9,5.05,2.47,2.21,1,1,cell cycle OR cell proliferation,other membranes;ER/Golgi,,,224139,Golgb1,E9PVZ8; mmu:224139,COPI-mediated anterograde transport; Golgi Associated Vesicle Biogenesis,ENSMUSG00000034243,,2,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q9D0F9,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,High,n/a,0.004,1.259,2,1,2,1,562,61.4,6.57,1.33,0,1,1,other metabolic processes,cytosol;cytoskeleton,other molecular function,"Pf02878, Pf02879, Pf02880",72157,Pgm1,mmu:72157; Q3UGE3; Q922D6; Q9D0F9,Neutrophil degranulation; Glycogen breakdown (glycogenolysis); Galactose catabolism; Glycogen synthesis,ENSMUSG00000025791,Glucuronidation; Purine metabolism; Glycogen metabolism,7,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q62086,Serum paraoxonase/arylesterase 2 OS=Mus musculus OX=10090 GN=Pon2 PE=1 SV=2,High,n/a,0,3.559,5,1,2,1,354,39.6,5.83,1.89,2.02,1,1,other biological processes,non-structural extracellular;plasma membrane;other membranes,other molecular function,Pf01731,330260,Pon2,mmu:330260; Q3TAD3; Q62086; Q8CFK3,Synthesis of 5-eicosatetraenoic acids,ENSMUSG00000032667,,1,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q64152,Transcription factor BTF3 OS=Mus musculus OX=10090 GN=Btf3 PE=1 SV=3,High,n/a,0.004,1.301,12,1,2,1,204,22,9.52,1.22,0,1,1,transport;developmental processes;other biological processes,cytosol;translational apparatus;nucleus,,Pf01849,218490,Btf3,mmu:218490; Q64152; Q64153; Q6GU63; Q6P3F3,,ENSMUSG00000021660,,0,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,Medium,Master Protein,Q9CY50,Translocon-associated protein subunit alpha OS=Mus musculus OX=10090 GN=Ssr1 PE=1 SV=1,High,n/a,0.019,0.838,5,1,2,1,286,32,4.45,1.14,0,1,1,,other membranes;ER/Golgi,,Pf03896,107513,Ssr1,mmu:107513; Q3TIM3; Q99MP2; Q9CY50,,ENSMUSG00000021427,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,Medium,Master Protein,Q68FF7,SLAIN motif-containing protein 1 OS=Mus musculus OX=10090 GN=Slain1 PE=1 SV=1,High,n/a,0.017,0.869,9,1,1,1,579,61.3,7.64,,0,,1,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,,Pf15301,105439,Slain1,mmu:105439; Q68FF7; Q8R3I6,,ENSMUSG00000055717,,0,0,,,,,,,,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q8K0L9,Zinc finger and BTB domain-containing protein 20 OS=Mus musculus OX=10090 GN=Zbtb20 PE=1 SV=1,High,n/a,0,4.636,4,1,2,1,741,81,6.55,1.73,0,1,1,other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00096, Pf00651",56490,Zbtb20,A6X916; mmu:56490; Q8K0L9; Q9DBD4; Q9QZ87,,ENSMUSG00000022708,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P51125,Calpastatin OS=Mus musculus OX=10090 GN=Cast PE=1 SV=2,High,n/a,0,2.738,2,1,2,1,788,84.9,5.52,1.41,0,1,1,protein metabolism;other metabolic processes;other biological processes,other membranes;cytosol;ER/Golgi;other cell component,enzyme regulator activity;other molecular function,Pf00748,12380,Cast,mmu:12380; P51125; Q9EQV4; Q9EQV5; Q9QXQ3; Q9QXQ4; Q9R0N1,Degradation of the extracellular matrix,ENSMUSG00000021585,,1,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q91WJ8,Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1,High,n/a,0,2.882,3,2,4,1,651,68.5,7.93,3.07,1.61,2,2,cell cycle OR cell proliferation;other biological processes,nucleus;other cell component,nucleic acid binding activity,"Pf00013, Pf09005",,Fubp1,Q8C0Y8; Q91WJ8,,ENSMUSG00000028034,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q64288,Olfactory marker protein OS=Mus musculus OX=10090 GN=Omp PE=1 SV=3,High,n/a,0,2.17,12,2,4,2,163,18.9,5.14,3.17,1.9,2,2,developmental processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,other molecular function,Pf06554,18378,Omp,mmu:18378; Q64288,,ENSMUSG00000074006,,0,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q9WUA3,"ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1",High,n/a,0,3.377,3,2,11,1,784,85.4,7.11,7.52,5.41,2,1,other metabolic processes;other biological processes,other membranes;cytosol,kinase activity;other molecular function,Pf00365,56421,Pfkp,mmu:56421; Q3TNA9; Q3U4P1; Q3U7G4; Q4KUG1; Q543K8; Q8C5I6; Q9JI86; Q9WUA3,Glycolysis,ENSMUSG00000021196,Glycolysis and gluconeogenesis,2,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P27659,Large ribosomal subunit protein uL3 OS=Mus musculus OX=10090 GN=Rpl3 PE=1 SV=3,High,n/a,0.006,1.146,6,1,2,1,403,46.1,10.21,1.8,0,1,1,protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00297,27367,Rpl3,mmu:27367; O89071; P27659; Q91VJ6,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000060036,Cytoplasmic ribosomal proteins,8,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P47963,Large ribosomal subunit protein eL13 OS=Mus musculus OX=10090 GN=Rpl13 PE=1 SV=3,High,n/a,0.002,1.561,6,1,2,1,211,24.3,11.55,1.01,0,1,1,protein metabolism;other metabolic processes;developmental processes,cytosol;ER/Golgi;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01294,270106,Rpl13,mmu:270106; P47963; Q9CRZ9; Q9DCH1,L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSMUSG00000000740,Cytoplasmic ribosomal proteins,8,0,0.01,0,,100,,54.27,,High,Peak Found,Peak Found,Peak Found,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q8CH25,SAFB-like transcription modulator OS=Mus musculus OX=10090 GN=Sltm PE=1 SV=1,High,n/a,0.003,1.442,2,1,2,1,1031,116.9,7.72,1.3,0,1,1,other biological processes,nucleus,nucleic acid binding activity,"Pf00076, Pf02037",66660,Sltm,mmu:66660; Q3UYE5; Q8BP76; Q8BR40; Q8CH25; Q8VCF4; Q9CS57,,ENSMUSG00000032212,mRNA processing,1,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,Medium,Master Protein,A0A140T8N4,Immunoglobulin kappa variable 5-37 (Fragment) OS=Mus musculus OX=10090 GN=Igkv5-37 PE=1 SV=2,High,n/a,0.03,0.749,14,1,1,1,115,12.6,8,0.83,,1,,other biological processes,non-structural extracellular,,Pf07686,,Igkv5-37,A0A140T8N4,,ENSMUSG00000076571,,0,0,0.01,0,,100,,,,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,O55128,Histone deacetylase complex subunit SAP18 OS=Mus musculus OX=10090 GN=Sap18 PE=1 SV=1,High,n/a,0,4.436,10,1,2,1,153,17.6,9.35,2.48,2.69,1,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,other molecular function,Pf06487,20220,Sap18,mmu:20220; O55128; Q545L4,mRNA Splicing - Major Pathway; HDACs deacetylate histones,,Hedgehog signaling pathway,3,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,P62196,26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1,High,n/a,0,2.227,3,1,2,1,406,45.6,7.55,1.64,0,1,1,protein metabolism;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf00004, Pf16450, Pf17862",19184,Psmc5,mmu:19184; O35051; P47210; P52915; P52916; P62196; Q3UL51; Q9CWN5,AUF1 (hnRNP D0) binds and destabilizes mRNA; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Interleukin-1 signaling; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly,ENSMUSG00000020708,Proteasome degradation,50,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q9JKB1,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Mus musculus OX=10090 GN=Uchl3 PE=1 SV=2,High,n/a,0,2.797,7,1,1,1,230,26.1,5.05,1.43,,1,,protein metabolism;other metabolic processes;developmental processes;other biological processes,other cell component,other molecular function,Pf01088,50933,Uchl3,mmu:50933; Q9EQX7; Q9JKB1,Synthesis of active ubiquitin: roles of E1 and E2 enzymes; UCH proteinases; Neddylation,ENSMUSG00000022111,,3,0,,,,,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
TRUE,High,Master Protein,Q64331,Unconventional myosin-VI OS=Mus musculus OX=10090 GN=Myo6 PE=1 SV=2,High,n/a,0.002,1.533,1,1,2,1,1262,145.7,8.47,1.53,1.72,1,1,cell-cell signaling;cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,cytoskeletal activity;other molecular function,"Pf00063, Pf16521, Pf21521",17920,Myo6,E9Q3L1; mmu:17920; Q64331,RHOBTB1 GTPase cycle; RHOBTB2 GTPase cycle; RHOU GTPase cycle; Trafficking of AMPA receptors; Gap junction degradation,ENSMUSG00000033577,,5,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
